titre,domaine,type_news
صورة جندي يحمل حمارًا لإسعافه وليس للعبور عبر حقل ألغام!,,مضلل
ابنه وُلد بمشاكل صحيّة فوضعه على صدره لكي يتنفس من رئتيه – هذه قصة زائفة,,زائف جزئي
المستشار “تركي ال شيخ” يتبرع ب1000 سيارة بسبب شفاء والدته من فيروس كورونا.. زائف,,زائف
حفرة مشتعلة بالنيران منذ 40 عامًا ولم تنطفئ حتى الآن في تركمانستان – صحيح,,صحيح
أصوات مرعبة سمعت لأكثر من 10 أيام بالصين قيل إنها لتنين- زائف جزئيا,,زائف جزئي
البقدونس في المنزل صيدلية شبه متكاملة.. زائف جزئيا,,زائف جزئي
وفاة الشيخ عبد الرحيم الشعراوي في يوليو 2020 – زائف فالشيخ عبدالرحيم توفي عام 2012,,زائف
جائزة ربحتها لأنك تشارك معنا وهذه آخر فرصة لك للاستلام! .. مسابقات زائفة تنتشر بهذه الصياغة,,زائف
هذه الصورة لحريق في غابة الأمازون على شكل ببغاء مُعدلة بالفوتوشوب وليست حقيقيّة.,,مضلل
هؤلاء ليسوا أتراك يعتدون على مغاربة عند الحدود اليونانية بل يعود المقطع لروسيين,,مضلل
البرق يضرب نهرًا في ولاية مونتانا الأمريكية(فيديو)– خبر مضلل,,مضلل
نرجيلة ضخمة في تايلاند بسعر 1000 دولار لليلة الواحدة – مضلل,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
صورة تُظهر نتيجة تجارب لقاح شلل الأطفال التي يوزعها بيل جيتس في إفريقيا.. مضلل,,مضلل
جبال دانكسيا في الصين ذات الألوان الزاهية – الصورة معدلة بالفوتوشوب وليست حقيقية,,مضلل
علاج السرطان عن طريق فيتامين ب17 الموجود في بذور المشمش .. زائف,,زائف
خيوط النياط عبارة عن أوتار موجودة في القلب تتمزّق عند الحزن (صور)- زائف جزئيًّا,,زائف جزئي
عسل النحل مع الشمع الخاص به وزيت الزيتون في مياه علاج كورونا وفقًا لحلم سيدة… زائف,,زائف
شباب يحتفلون بعيد ميلاد والِدهم فربطوه في بلالين خرجت بعدها عن السيطرة – مضلل,,مضلل
حل مفيد في حالة انقطاع الكهرباء توليد الكهرباء ذاتيا…. زائف,,زائف
مقطع يُظهر الكتابة الرقمية في السماء من خلال تقنية 5G – مضلل,,مضلل
خلل في طاقة المنزل هو سبب انتشار الحشرات فيه – زائف,,زائف
ماعز تلد جديًا بأربع أعين وأربعة قرون في جنوب السودان (صورة) – زائف,,زائف
تمثال ضخم تكريمًا للأطباء على تضحياتهم خلال جائحة كوفيد-19- صحيح,,صحيح
الطبيب الأمريكي أندرو كوفمان يؤكد على تجاوزات خطيرة في طريقة تشخيص كورونا وتسجيل الحالات – زائف جزئيا,,زائف جزئي
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
أجسام غريبة تظهر على سطح القمر بشكل مريب (مقطع) – مفبرك,,زائف
الغرغرة بالماء والملح واستنشاق الهواء الحار يقضيان على فيروس كورونا.. زائف,,زائف
مسابقات رائجة على فيسبوك وإنستغرام بآلاف وملايين الدولارات … زائف,,زائف
استنشاق القرنفل بعد غليه يقتل الفيروس الموجود في الرئتين.. زائف,,زائف
اللايغر هو أضخم قط في العالم ناتج عن تهجين أسد مع نمرة (صورة) – زائف جزئيًا,,زائف جزئي
تخزين البصل ولو لليلة واحدة بعد تقطيعه يجعله سامًّا جدًّا.. زائف,,زائف
هذا الفيديو لرئيس منظمة الصحة العالمية يرقص في ملهى متجاهلًا إرشادات الوقاية من كورونا ساخر وليس حقيقي,,ساخر
الليزر الصادر من طائرات مسيرة هو سبب الحرائق التي حصلت في كاليفورنيا – مضلل,,مضلل
تُنقل الفيلة في الطائرات مع الكتاكيت (الصيصان) في القفص لتبقى ساكنة – زائف,,زائف
حبة طماطم على شكل وجه إنسان مبتسم – زائف,,زائف
المكسيك: رمي جثث موتى كورونا في البحر (فيديو) – مضلل,,مضلل
سيختفي فيروس كورونا بعد الكسوف الشمسي في 21 يونيو – ساخر,,ساخر
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
احذروا سمك الماكريل المستورد جاي و معاه ڤيروس كورونا سارس ٢.. زائف,,زائف
نمر أثناء صيد غزالة ولدت، فأخذ النمر الصغير واعتنى به حتى كبر – مضلل.,,مضلل
صورة حديثة نشرتها سائحة دنماركية للطفل الذي وجدته في نيجيريا.. زائف جزئياً,,زائف جزئي
اكتشاف فيروس جديد أكثر عدوى من فيروس كورونا في بكين.. زائف جزئيا,,زائف جزئي
مجموعة شركات أبو هشيمة تقدم صدقات بمناسبة مرور 20 عامًا على تأسيسها..زائف,,زائف
الدكتورة دهروف الروسية مخترعة لقاح فيروس كورونا (صورة) – مضلل,,مضلل
وزير التعليم المصري: 5 آلاف جنيه تعويض لأسرة أي طالب يتوفى بكورونا.. زائف,,زائف
صورة طفل عمره 13 عاما قام بتهكير بنك وتحويل النقود لحسابه.. عنوان مضلل,,مضلل
أمريكا: هتافات لصدام حسين وفلسطين أمام البيت الأبيض (فيديو) – زائف,,زائف
نائب في البرلمان البرازيلي قرر اقتحام أحد المستشفيات وتفقد عدد حالات كورونا ليكتشف أنه فارغ – مضلل,,مضلل
إغلاق ملف كورونا واعتراف منظمة الصحة العالمية بالمؤامرة ضد البشرية – زائف,,زائف
تناول البصل على مرتين يوميا يقي ويعالج كورونا.. زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
مشعوذ أُحرق في المغرب وهو حي في بث مباشر- عنوان مضلل,,مضلل
شرطي أمريكي يرسل رسالة لترامب حول عدم قدرته على قيادة البلاد بحكمة – مضلل,,مضلل
هذا الفيديو مضلل فهو ليس في تونس إنما في إيطاليا,,مضلل
انفجار ضخم في الليل يهز الولايات المتحدة الأمريكية – عنوان مضلل,,مضلل
علاج كورونا متوفر في جميع صيدليات العراق – زائف,,زائف
تصريح وزيرة الصحة وجود 600 ألف متبرع بلازما مصري .. خبر زائف,,زائف
مصر تتوصل لعلاج لفيروس كورونا هو ريمدسيفر وتطرحه في الأسواق قريبا.. زائف,,زائف
أميركي يستغل الاحتجاجات والفوضى ويسرق خنزيرًا وأشياء أخرى – زائف,,زائف
لحظة خروج الفيل من النهر وهو يخرج من فمه الدخان بعد أن أكل حبة أناناس فيها مفرقعات (فيديو) – مضلل.,,مضلل
صورة لجثث ضحايا فيروس كورونا في أمريكا مصفوفة في الشوارع … عنوان مضلل,,مضلل
أمريكا: سرقة بنك وتوزيع النقود على الناس (فيديو) – مضلل,,مضلل
حشرة الزيز خطر جديد محتمل يضاف إلى قاموس عام 2020 … خبر صحيح,,صحيح
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
أمريكا: الشرطة تطارد شخص سرق دبابة (فيديو) – مضلل,,مضلل
أمير كرارة يعلن اصابته وعائلته بفيروس كورونا وحجره في المشفى العسكري – زائف,,زائف
سيمبسون يتنبأ بموت جورج فلويد وحريق مبنى الشرطة.. عنوان مضلل,,مضلل
الصابون في أمريكا للبيض فقط ( فيديو).. زائف جزئيا,,زائف جزئي
أردني قتل 5 من عناصر الشرطة بعد تسببهم بوفاة ابنته (فيديو) – مضلل.,,مضلل
كواكب المجموعة الشمسية ستصطف مسببة وباءً جديدًا وكوارث طبيعية مدمرة… خبر زائف,,زائف
الشيخ عيفان الحلبوسي يرفع علم المثليين ظنا من أنه علم المعارضة الإيرانية – زائف,,زائف
غسل اليدين بالمياه والصابون لا يقتل فيروس كورونا – زائف جزئياً,,زائف جزئي
بيل غيتس يسعى للسيطرة على العالم عبر حقن الناس بشرائح عنوةً … خبر زائف,,زائف جزئي
ألاسكا تشهد أطول نهار في العالم وسيستمر حتى نهاية تموز … خبر صحيح,,صحيح
أطباء إيطاليا يفجرون المفاجأة، ويتهمون منظمة الصحة العالمية باعتماد الخديعة في التعاطي مع كورونا – زائف,,زائف
الشاي بالليمون وحبة البركة يوميًّا هو علاج فيروس كورونا والفواكه ترفع المناعة.. زائف جزئيًّا,,زائف جزئي
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
وفاة المطربة اللبنانية فيروز – خبر زائف,,زائف
عاصفة في بكين تحجب ضوء الشمس في وضح النهار… خبر صحيح,,صحيح
صورة صادمة لممرض أمريكي بعد شفائه من فيروس كورونا … خبر صحيح,,صحيح
فيديو لسيدة تدعي أنه لا يوجد شيء يدعى كورونا وما هو إلا مؤامرة من بيل جيتس – زائف,,زائف
فتيات بحرينيات يهربن من الحجر الصحي بسبب فيروس كورونا … عنوان مضلل,,مضلل
فيروس كورونا مر بتحوّلات جينيّة جعلته أضعف من بدايته بكثير – زائف جزئيًا,,زائف جزئي
أدوية ومسكنات محظور استخدامها تسبب تنشيط فيروس كورونا.. زائف,,زائف
مسابقات على فيسبوك وجوائز بالملايين لدعم المتضررين من كورونا – زائف,,زائف
البطيخ يسبب أمراضًا بسبب هرمونات ضارة تم قياسها بجهاز خاص… خبر زائف,,زائف
استخدام مضادات الالتهابات غير الإستيرودية مع مرضى كوفيد19,,رأي
دونالد ترامب مصاب بفيروس كورونا حسب قناة فوكس نيوز … خبر زائف,,زائف
الحائز على جائزة نوبل في الطب تاسوكو هونجو يصرح بأن فيروس كورونا مصنع بالصين..خبر زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
الصحة العالمية الكحول لا يقتل فيروس كورونا المُستجد.. زائف,,زائف
ميكوفيتش: فيروس كورونا مصدره صناعي – زائف,,زائف
علماء يحذرون من أن السبات الشمسي الحالي قد يهدد الحياة على الأرض – زائف جزئياً,,زائف جزئي
اكتشاف مومياء في الصين عمرها نحو 1950 عامًا- خبر زائف,,زائف
إحصائية: أفضل 40 دولة واجهت “كورونا” خالية من العرب – زائف,,زائف
هذه الصورة عمل فني وليست جبل السيدة النائمة بآلاسكا,,مضلل
ترامب يعين البروفيسور “منصف السلاوي” للإشراف على تطوير لقاح لفيروس كورونا – صحيح,,صحيح
وفاة الممرضة أحلام الحاجي في مستشفى عبدالرحمن مامي بأريانة.. خبر زائف,,زائف
وزير التربية الفرنسي يجري مقابلة تلفزيونية وهو في المرحاض.. خبر زائف,,زائف
علم المغرب يضيء جبل ماترهورن في سويسرا … خبر صحيح,,صحيح
إسرائيلي يطلق كلبه على فلسطيني يصلي هو وابنه في الشارع – مضلل.,,مضلل
هذه صورة منتجع سياحي في سنغافورة وليس في مدينة مرسى علم المصرية,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
فيديوهات مضللة حول دبور قاتل انتشر بعد فيروس كورونا,,مضلل
“سيمبسون” مرة أخرى يتنبأ بالدبابير القاتلة تغزو الولايات المتحدة أثناء الإغلاق.. مضلل,,زائف
ظهور فرسان على خيولهم في السماء في المنطقة الغربية اثناء مرور عاصفة التنين.. خبر زائف,,زائف
السحاب يهبط على ارتفاع منخفض ويسقط فوق المدن والقرى اليمنية … عنوان مضلل,,زائف
دفن الفراخ حية في إيران حتى لا تنخفض أسعارها – خبر صحيح,,صحيح
عاجل إعصار مدمر يضرب أمريكا (بث مباشر) – مضلل.,,مضلل
طفل عبقري سوري يجد علاجًا لكورونا.. خبر زائف,,زائف
لكي يصاب الإنسان بكورونا يجب أن يصاب ب٧٠ مليار فيروس.. زائف,,زائف
شبكة CNN : ممارسة الجنس بشكل يومي تقضي على فيروس كورونا – زائف,,زائف
فصل الصيف سيتأخر وعودة الأرض إلى ما كانت عليه قبل 4000 عام …زائف جزئياً,,زائف
التمر تسبب بموت أشخاص بفيروس كورونا لأنه لم يتم غسله… خبر زائف,,زائف
استنشاق ملح البحر الميت يغسل الرئتين ويقضي على فيروس كورونا.. خبر زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
خطير..فيروس كورونا مطور مخبريا لاحتوائه على حصة من فيروس الإيدز – هل هذا صحيح ؟,,رأي
هذه الصورة لمروحية أباتشي ليست من مداهمات الجيش المصري بسيناء.,,زائف
خروج كيم جونغ أون من المستشفى حاملاً مجسم صاروخ (فيديو) – مضلل.,,مضلل
قصة زائفة: نجم بوليوود عامر خان تبرع 15 ألف روبية مخزنة في كيلو طحين!,,زائف
مخلوق مجنح غامض يظهر في الفلبّين ويثير الرعب – زائف,,زائف
الادعاء القائل بأن منتج الإير دكتور يقي من فيروس كورونا المستجد هو ادعاء زائف,,زائف
البنتاغون ينشر تسجيلات قديمة لأجسام طائرة غريبة التقطتها قوات البحرية…خبر صحيح,,صحيح
عصير البرسيم هو العلاج الوحيد لفيروس كورونا الجديد.. خبر زائف,,زائف
ناسا ترصد أكثر من 30 نجمًا في السماء الدنيا سرعتها أكبر من سرعة الصوت- مضلل!,,مضلل
تقنية 5G تسببت بموت الحيوانات كما أنها تسبب ضررًا لصحة الإنسان… مقطع مضلل,,مضلل
مباشر من وكالة ناسا: رصد كوكب ضخم يقترب من الاصطدام بالأرض مباشرة! – مضلل,,مضلل
صحفيان في البيت الأبيض: لقد حصل كل الحاضرين على تلقيح ضد كوفيد19!,,زائف جزئي
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
سيمبسون تنبأ بوفاة زعيم كوريا الشمالية وتولّي أخته الحكم – مضلل!,,مضلل
شيخة آل الصباح تتعرض للصفع في أمريكا بسبب مخالفتها لقواعد الحجر الصحي كورونا – زائف.,,زائف
العكبر مع غذاء ملكة النحل والاستنشاق بالقرفة والقرنفل كعلاج لكورونا 100% – زائف جزئيًا.,,زائف جزئي
ثقب الأوزون التاريخي قد أغلق بسبب الحجر الصحي – زائف جزئيًا,,زائف جزئي
بث مباشر لجنازة زعيم كوريا الشمالية الحالي “كيم جونغ أون” – زائف!,,زائف
رئيس مدغشقر يعلن عن نجاح علاج لفيروس كورونا الجديد مستخلص من الشيح.. خبر زائف جزئيا,,زائف
شريحة سيحقن بها كل البشر تحت مسمى لقاح كورونا لتتبعهم وتتحكم بهم – زائف,,زائف
وباء كورونا سببه شبكات الجيل الخامس 5G ولا فائدة من التطعيمات (فيديو) – زائف.,,زائف
بعد انهيار الاقتصاد الأمريكي بسبب أزمة كورونا، ترامب يحطّم مكتبه – ساخر,,ساخر
هذه الصورة المنتشرة لجثة زعيم كوريا الشمالية “كيم جونغ أون” .. مفبركة.,,زائف
ابنة الملياردير أنطونيو فييرا: مات أبي باحثًا عن شيء مجاني وهو الهواء_ زائف جزئيًا,,زائف جزئي
طبيب مصري بأمريكا يكتشف علاج لفيروس كورونا بالاستنشاق.. خبر زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
الحبس في منزل أشباح عقوبة مخالفي الحجر المنزلي في إندونيسيا – نعم صحيح!,,صحيح
هذه الصورة لمنتج لحم خنزير حلال مفبركة والمعلومات المذكورة حوله غير صحيحة,,زائف
14 شخصاً من آكلي لحوم البشر يموتون بعد أكلهم مهندسًا صينيا مصابًا بكورونا- خبر ساخر,,ساخر
البروفيسور الفرنسي “راوولت” يتوقع نهاية كورونا في فصل الربيع – رأي شخصي,,رأي
صورة طبيبة مصرية توفيت بعد إصابتها بفيروس كورونا – عنوان مضلل,,مضلل
في اليابان .. فيديو لخدمات التوصيل في ظل أزمة كورونا – مضلل,,زائف
النمل يصنع شكل للكعبة ويطوف حولها…عنوان مضلل,,زائف
طبيبان تتحول بشرتهما في الصين إلى اللون الداكن نتيجة إصابة فيروس كورونا لكبدهم – ما الحقيقة؟,,رأي
صيحة واصطدام مذنب وكارثة كونية متوقعة يوم الجمعة منتصف رمضان 2020 -خبر زائف,,زائف
لا وجود لكوكب باسم نيبيرو ولم يُتنبأ بموعد نهاية العالم,,زائف
الأزهر يدرس اقتراح فتوى إفطار رمضان للوقاية من كورونا – خبر زائف,,زائف
رقصة الموت وعلاقتها بزلزال تركيا الذي حدث قبل 20 عامًا – زائف!,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
مركب MMS يعالج فيروس كورونا وأي عدوى أو مشكلة بالجسم.. خبر زائف,,زائف
إصابة الفنان المصري سعد الصغير بفيروس كورونا – خبر زائف,,زائف
اندونيسي لا يصلي وارتكب المعاصي وجدوا جثته متفحمة ..خبر زائف!,,زائف
استنشاق زيت النعناع وزيت القرنفل في ماء ساخن يقتل فيروس كورونا الجديد – خبر زائف,,زائف
مرتبات شهرية للمتضررين من كورونا عن طريق الدخول لرابط إلكتروني ..خبر زائف!,,زائف
هذه الصور لجندي فلبيني وليس عراقي,,مضلل
عنوان مضلل: ظهور كائن جديد ماهيته غير محددة..,,مضلل
مقتل أردني بطلق ناري أثناء الاحتفال بشفائه من فيروس كورونا- عنوان مضلل,,مضلل
عنوان مضلل: إيطاليا تفتح مؤتمرًا بالقرآن الكريم,,مضلل
ملابس لمتوفى كورونا قادمة من أوروبا إلى مصر ستسبّب انتشار هائل لفيروس كورونا – خبر زائف,,زائف
هذه الصورة لا تعود لممرضة مصرية بل برازيليّة,,زائف جزئي
تظهر في الصورة صحفيّة إيطاليّة تبكي طفلًا مات غرقًا وليس أثناء قراءة خبر وفاة زوجها بفيروس كورونا,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
مارتن ريس قبل 17 عام يصرّح 2020 هو عام خطأ بيولوجي سيقتل مليون انسان – خبر صحيح,,صحيح
تناول مزيج يحتوي على بول و حليب الإبل بشكل يومي كعلاج لكورونا…خبر زائف.,,زائف
انفجار بركان كراكاتوا لأول مرة منذ 137 عاما في أندونيسيا.. خبر زائف جزئيًا,,زائف جزئي
صرّحت منظمة الصحة العالمية بأن الجزائر خارج دائرة خطر فيروس كورونا – تصريح زائف,,زائف
شرطة نيويورك تفرق جنازة لمجموعة من اليهود لرفضهم الحجر الصحي – خبر زائف,,زائف
دكتور علي جمعة ينشر ادّعاء زائف: فيروس كورونا سببه تقنية الجيل الخامس 5G,,زائف
محمد بن زايد يقدّم جوائز مالية عن روح والده – خبر زائف,,زائف
فيديو إيطاليا تهتف : تحيا مصر – فيديو زائف,,زائف
معبد يهودي في نيويورك يخبئ كميات هائلة من الكمامات الطبية ..زائف جزئياً!,,زائف جزئي
القبض على من تجاوزت أعمارهم ال50 عامًا بطريقة مهينة في إسبانيا (بالفيديو) – خبر زائف !,,زائف
الشرطة الإسبانيّة تشجّع الأطباء بعدما همّوا بالاستسلام لكورونا- عنوان مضلل,,مضلل
مصر تخترع علاج فيروس كورونا..خبر زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
منظمة الصحة العالمية تحتفل بمدينة ووهان بعد نجاح علاج كورونا – زائف,,زائف
اغتيال العالم التونسي محمود بزرتي بعد إعلان تجاربه لاكتشاف لقاح فيروس كورونا..خبر زائف,,زائف
استخدام البيتادين لعلاج الأعراض الأولى لكورونا..خبر زائف,,زائف
زائف: الطيور تسقط بكثرة في شوراع روما بسبب غازات كورونا السامة !,,زائف
زلزال يضرب الصين بعد انتهاء كورونا- خبر زائف,,مضلل
زائف : فرنسا تصدر مادة البلاستيك للعرب والمسلمين على أنها دقيق القمح.,,زائف
الشلولو من أكفأ مضادات الكورونا وغيرها من الفيروسات.. خبر زائف,,زائف
الهندسة الاجتماعية ودورها في انتشار الأخبار الكاذبة,,رأي
زائف: قصيدة تتنبأ بكورونا منذ عام 565هـ ترِد في كتاب عظائم الدهور لأبي علي الدبيزي,,زائف
حرارة الصيف المرتفعة ستقضي على فيروس كورونا الجديد.. زائف جزئياً,,زائف جزئي
رقية ترامب من قبل شيخ مغربي للوقاية من فيروس كورونا…فيديو ساخر.,,ساخر
وفاة الطفلة الايرانية صاحبة الابتسامة البريئة annahiita بفايروس كورونا – خبر زائف,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
انتحار أمريكي بعد إصابته بفيروس كورونا . عنوان مضلل,,مضلل
وصفة مخفوق الليمون والقرنفل المطحون علاج لفيروس كورونا – زائف,,زائف
هذه الصور ليست لسقوط نيزك في نيجريا ، إنما انفجار حمولة متفجرات,,زائف
مصرع 59 شخص في كينيا بعد أن أمرهم كاهن كنيسة بشرب الديتول للوقاية من كورونا.. عنوان مضلل,,مضلل
تأكد من سلامتك من فيروس كورونا أونلاين .. الفحص زائف!,,زائف
في ايطاليا الناس يرمون أموالهم في الشوارع من اليأس .. عنوان مضلل وصور من قارة أخرى!,,مضلل
فيديو لرفع الأذان من مدينة غرناطة لأول مرة منذ 500 سنة – فيديو زائف,,زائف
مقطع مرئي عن وضع إيطاليا مع جائحة كورونا.. ما حقيقته ؟,,زائف
حسب جامعة كوينزلاند: موزة واحدة في اليوم تحميك من كورونا – خبر زائف,,زائف
سكان ايطاليا تخرج بعد الاستسلام الى الوباء الى الشارع لتوديع العالم.. عنوان مضلل,,مضلل
الهواء الساخن أو بخار الماء الموجه للجيوب الأنفية يمكنه الوقاية وعلاج فيروس كورونا.. خبر زائف,,زائف
ظهور فيروس هانتا في الصين.. ما الحقيقة؟,,صحيح
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
الإيطاليون يقلدون المسلمين في الدعاء والصلاة في ظل أزمة كورونا ..خبر زائف,,مضلل
المسلسل الكوري الذي تنبأ سنة 2018 بأن فيروس كورونا من صنع البشر …ما حقيقته ؟,,زائف جزئي
شاب إيطالي انتحر بعد وفاة عائلته بسبب كورونا.. عنوان مضلل ومقطع لا علاقة له بفيروس كورونا,,مضلل
500 أسد تتجول في شوارع روسيا لتطبيق منع التجول بسبب كورونا …ما الحقيقة ؟,,زائف
غزة خالية من الكورونا حسب إعلان منظمة الصحة العالمية – تصريح مفبرك,,زائف
وطواط على شكل إنسان فوق قبة إحدى الكنائس…عنوان مضلل وفيديو مصمم بواسطة الكمبيوتر,,مضلل
ترامب يحس بالإغماء و الشك بإصابته بكورونا – خبر زائف.,,زائف
غسول الخل الأبيض والملح المركز يسبب شلل لفيروس كورونا.. زائف,,زائف
مؤامرة فيروس كورونا و شبكة الجيل الخامس (5G)…ما الحقيقة ؟,,زائف
الإيبوبروفين يزيد من انتشار كورونا ويؤثر سلبا على صحة المصاب، ما صحة ذلك!,,زائف جزئي
وثيقة تثبت مؤامرة معهد باستور وصناعته فيروس كورونا المستجد – خبر زائف,,زائف
وفاة جينيفر هالر أول متطوعة لتجربة لقاح كورونا – خبر زائف!,,زائف
